,last_update,pub_key,alias,addresses,color,num_channels,total_capacity
0,1667397132.0,020003b9499a97c8dfbbab6b196319db37ba9c37bccb60477f3c867175f417988e,BJCR_BTCPayServer,"[{'network': 'tcp', 'addr': '95.217.192.209:9735'}]",#3399ff,33,1.69877759
1,1657199384.0,0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,OutaSpace 🚀,"[{'network': 'tcp', 'addr': '176.28.11.68:9760'}, {'network': 'tcp', 'addr': 'nzslu33ecbokyn32teza2peiiiuye43ftom7jvnuhsxdbg3vhw7w3aqd.onion:9760'}]",#123456,4,0.01273366
2,1665509269.0,0200081eaa41b5661d3b512f5aae9d6abfb11ba1497a354e9217d9a18fbaa1e76b,0200081eaa41b5661d3b,"[{'network': 'tcp', 'addr': 'lm63zodngkzqbol6lgadijh5p5xm6ltbekfxlbofvmnbkvi5cnzrzdid.onion:9735'}]",#3399ff,2,0.002
3,1667447775.0,020016201d389a44840f1f33be29288952f67c8ef6b3f98726fda180b4185ca6e2,AlasPoorYorick,"[{'network': 'tcp', 'addr': '7vuykfnmgkarlk4xjew4ea6lj7qwbbggbox4b72abupu7sn24geajzyd.onion:9735'}]",#604bee,16,0.3782
4,1667411884.0,02001828ca7eb8e44d4d78b5c1ea609cd3744be823c22cd69d895eff2f9345892d,nodl-lnd-s010-042,"[{'network': 'tcp', 'addr': '185.150.160.210:4042'}]",#000000,2,0.002
5,1667403581.0,02001bcff2e27f6aa2aa8e68c7e5944bcbf5daf4954963e5a1ce2ab6f5386d0342,a8933f1a19c6,"[{'network': 'tcp', 'addr': '18.215.247.182:9735'}]",#3399ff,1,0.0009
6,1667428281.0,0200232177944d5e2ddf5b203843050dee40c4b7f343356499ed9aeb4eb154fd4e,skyskiff,"[{'network': 'tcp', 'addr': '6b4f5feemouvzlyg5z4yn5qgvuam2535lowhsvak6ci5nhufgk6noqad.onion:9735'}]",#3399ff,43,1.32
7,1667431704.0,02003141a383097ddeb8b7fa02312acc16a89d65670554fc77c4168f2d1de5e6ee,02003141a383097ddeb8,"[{'network': 'tcp', 'addr': '3amkyoxebn6jibs5jttwtpt4tms33nawlknqqpjcgmbt5uktzqhieeqd.onion:9735'}]",#3399ff,3,0.05938839
8,1667435058.0,02003da11e078c1f6358dedd6583bdafda8f1ebc674b9d7b82a66445f8cd1a64e0,start9-0x1e55891093e05411,"[{'network': 'tcp', 'addr': '2f36gav263oe342gedidftmkyumc6oz6ctijzdrxpyokj275w73x7nad.onion:9735'}]",#02f734,2,0.002
9,1667403666.0,02003e11a6b742fe6341b48b8a1f365012aecd49c367817bbb28bd00399904b74b,EndTheECB,"[{'network': 'tcp', 'addr': 'v5jk5jkx3fuqwpqkgvkx7u5d4ltyhtkebsh5bw4osx7i4o3kfp6n3byd.onion:9735'}]",#68f442,11,0.16990775
10,1572938717.0,0200424bd89b5282c310e10a52fd783070556f947b54d93f73fd89534ce0cba708,WHENBTC,"[{'network': 'tcp', 'addr': '67.166.1.116:9735'}]",#3399ff,10,0.1927824
11,1667460528.0,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,LND2,"[{'network': 'tcp', 'addr': '172.81.178.151:9735'}, {'network': 'tcp', 'addr': 'yocrhxpg2hkof6xeaz4zsjtwmbbcu6xvwvb7dazf2lkbslwylkqzrwad.onion:9735'}]",#3399ff,345,3.490338
12,0.0,020055cfd1c07c63530ff4471eabd2b286efd9a493137215bab684590c62d27ba4,,[],#000000,1,0.03
13,0.0,02005dcac896582db30f259c17bba1849a9e1127f60d120ec7db69c17ce64d749d,,[],#000000,1,0.001
14,1667283821.0,020060ce06e5130c55900c4c4b0d6bc34e72f94d948854b6e0670f154472d014ec,PharLap,"[{'network': 'tcp', 'addr': 'kxpr7j4jpcaup7k6xbdj53mq2tdm6anukvz765satbqi7orjezj7qcad.onion:9735'}]",#3399ff,26,0.85469136
15,1667404435.0,0200630ced43cd3f86bcf8fc85cb4d6304bdb0fa7cb11b05b502501cd5d50cfe38,Btix,"[{'network': 'tcp', 'addr': '533cmpophuqj34raqw3z26fruxaxr4dtrd2jws7lbwbzkh3rgyrneyqd.onion:9735'}]",#3399ff,4,0.01745945
16,1667411899.0,02006a7dc99e2db1e73baf8da79646034412b9770ffc7536ce75c71e91b923f59a,Daniel_Finans[NodeNor],"[{'network': 'tcp', 'addr': '3e4655yydec7jj7zxlxik4ortghrziui4xl7c6tkj34w5ggh52nj7pad.onion:9735'}]",#f8cecc,13,0.31
17,0.0,02006b7be7ea4b7cdf181c5c7b338e80904f13173220eb07e991a268e518a35b4a,,[],#000000,9,0.01470151
18,0.0,02008955e7da2d42f4753fe462333f8c7207140368937131a3d28897a3fc83296d,,[],#000000,3,0.00401991
19,1543000585.0,02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8,LOUDMAESTRO,[],#020099,3,0.02277123
20,1667407009.0,0200aa898db085bc9d0ed92a2dd9b61037f71196f39fa414078ec4e8cea2621116,GOOD THUNDER,"[{'network': 'tcp', 'addr': '5fmxi372vhjxlwbhpwvbcmfk3ersdrmib36q3z733zw55r6wzoat7kqd.onion:9735'}]",#3399ff,5,0.0503
21,1622063191.0,0200b354798e517bcbc7f78b0ccd3ab2e7b49be15bee6d9e7a9f19331cabc3db14,raspicoin,"[{'network': 'tcp', 'addr': '88.0.137.174:9735'}]",#68f442,1,0.00064145
22,0.0,0200c06eaaef0ffc98447b5f0c5810c8325fc50fba4c509ebf558d67d1f088bdad,,[],#000000,5,0.0394
23,1667403909.0,0200cf174ef5c6abbdd2f8ab87d1628c83a99a309266465e9c7cde14fb6d5882a9,Austronode,"[{'network': 'tcp', 'addr': 'ey6mcl2jvpp74ftv6325ajkyvfna5bvtgac5svhjqbvfasesw3veghad.onion:9735'}]",#68f442,51,1.97006668
24,1667415888.0,0200da31ae309a42f955de9383c150a4167246bb22d5380898cd70aecc59136c50,Kortik nodl [LND],"[{'network': 'tcp', 'addr': '2cl6pbc7dzopfnjmpzdmw3pnh36tqsam7zzp7ypp3v5fujwjllcfjoad.onion:9735'}]",#0000ff,16,0.68122605
25,1573562052.0,0200e43d3b70d60b10f347c4e4f5e441ddd52f250da79fb48099beefa0221d37aa,Gruh,"[{'network': 'tcp', 'addr': 'jlwyhv3u365onpzy.onion:9735'}]",#68f442,1,0.0002
26,1667410062.0,0200e5a6afd0cca4383b67a7ed18fc0af24b80f475295d683ee58d7fb00e8d9b13,0200e5a6afd0cca4383b,"[{'network': 'tcp', 'addr': 'gdbkvl76qszxfwvcp4567jn65xrbg3ohbmy2cn3b5i6df2kryretteqd.onion:9735'}]",#3399ff,1,0.038
27,1633261906.0,0200ea161d8c15afaf24fe25df4ac6b06c5a86dbf5d912747292765f5fcd620f44,piblitz,"[{'network': 'tcp', 'addr': '43ylbhegult64a75lbld2hakwsin5grdelnlvfbf3fpmqn5uklz2irqd.onion:9735'}]",#68f442,1,0.00043269
28,0.0,0200f060968b4b90bd8da87d62c4c6d08f2d1a91dd18ca5c3b7acd9885f2b23745,,[],#000000,2,0.0020105
29,1666857859.0,0201031bec7f9bfe71977d2068c0e72bfdedc86e3b070ea957a9b4055e4223b149,Harpocrates V2,"[{'network': 'tcp', 'addr': 'yag2n4ohiwfkqhkvnw3dso4p35sh5xwvdoisvfmzkkot3sqrsmhu5gyd.onion:9735'}]",#3399ff,2,0.04
30,1665340992.0,0201089efb65f5d299a2c2b5e33f85a950ecbcbe4c5d43484d03f3d594bbadea64,Wienerschnitzel,"[{'network': 'tcp', 'addr': 'y3hrho3sjtpjz6cilthbqkorvnyufa5nydib3gdwh3awujvahzeblpqd.onion:9735'}]",#68f442,1,0.04
31,1663458244.0,020111074bd304e17a1cc74e1f4b76d64b1764895ae3a26ad3ab2c4fd0f63cdc35,California_Hodl,"[{'network': 'tcp', 'addr': 'lpdginb2jg45j7vvhlheeecrkxcnmyqcnbbu4blicc7xeythq23x3fqd.onion:9735'}]",#68f442,28,0.6625
32,1667411592.0,0201235df09757ccb47a437c757bf0b0ec76a38c8a51fa92a3eb9949636160b050,AR-LN,"[{'network': 'tcp', 'addr': 'cbnnu4zqpdq4t3jqwludjdezqfpnpm6anrhlb2rm557vxhduihvsamad.onion:9735'}]",#3399ff,4,0.10288562
33,1578097676.0,0201275dc13b542bb129bbf798c0de401886107836d297f216397d6ab722c24863,TeamSatoshiorg,"[{'network': 'tcp', 'addr': '46.93.110.75:9735'}]",#68f442,1,0.00049
34,1665586269.0,0201443a430b135e5f159afb447d9254c7b373c9fd43f69f9468c9162ab481f510,OpenLight,"[{'network': 'tcp', 'addr': 'uax6kcgppgr55qd3pmjgdfuofjuwq2l2i4qrayp3jyyb7rx6tpnrqkqd.onion:9735'}]",#3399ff,22,2.046
35,1666765205.0,02014648e297d21d15bdc0c6d3bf50543011899f6c534134d19b37a50d4376446a,tuxedorabbit,"[{'network': 'tcp', 'addr': 'mhn2p5lvg62jvpwqufcrd3ducohxaqcdj366c2326ip4ymzwoszs6qyd.onion:9735'}]",#68f442,1,0.00377199
36,1633876123.0,02014c10a8c382a077f37c6a0c3abb036027a445d2eb87897a23910ac64e762e74,Noobeco,"[{'network': 'tcp', 'addr': 'elhd3yvv2kxbwjhxi7skxpf4iwxgliid6ucj43twzomaiuhexfp3cbyd.onion:9735'}]",#3399ff,2,0.00529629
37,1667420686.0,020153f202e79ac0cc9a6cb806437845e2ebe0a219a242d2ce3394d5488a4b1442,Meine_Node_01,"[{'network': 'tcp', 'addr': 'oveevkfievukzmiepgesol5n4ujpi6dlml2ewzu7fsgsb7d5q4ay2mid.onion:9735'}]",#3399ff,6,0.0455
38,1667338566.0,02015cb10a74914fe6c126e591b1a4bda66662ca807e97a94cf973ffe408259f74,iCANroute,"[{'network': 'tcp', 'addr': '37.19.213.43:9735'}, {'network': 'tcp', 'addr': 'lrttbpewpyf4w4ecprhgfih4ymhhssbnqmrcyjzbksjmwhxhc5ra63yd.onion:9736'}]",#02015c,61,1.6235697
39,1667253299.0,02016a19c7443418d00b1603c3ddefd5c932c8a296859e7e78aff10ed297c87213,pivo-klub.cz,"[{'network': 'tcp', 'addr': '54.229.250.172:9735'}, {'network': 'tcp', 'addr': 'z4akrqtaactzaw22xb2d5kpisduzkcfmplyqj5wuqhfrzaveybg3bhad.onion:9735'}]",#3399ff,2,0.02
40,0.0,02016e4df84a0c729f459d5842529900404aa5469c0f653f1b012c27775021a5d4,,[],#000000,1,0.00023258
41,1667448853.0,02017f01f646318be8707ebf07b1f38bd89577f1654102057b824f91c70f75f9b8,Güiria,"[{'network': 'tcp', 'addr': 'btu3axmwsbghj75nz266m2upnmw57gwaatopwpwplmb4hxexh6s5uiid.onion:9735'}]",#3399ff,8,0.091
42,1657728695.0,020181f8e09b92f94e1d27b75aa21dadd6a0460fbb602e432b9ad016fc25857216,55f6a2638081,"[{'network': 'tcp', 'addr': '3.238.188.109:9735'}]",#3399ff,1,0.0009
43,1648752560.0,02018a4d3fd9d9e4b6ee331bf6036968ba8c39d4b03f9228182481fab26ace87f5,02018a4d3fd9d9e4b6ee,"[{'network': 'tcp', 'addr': '6lxxuvtf7wnjgn2z5vezfznmg3wc3sadlpbcm5ek2ztintydcbjrufyd.onion:9735'}]",#3399ff,1,0.05039259
44,1667450779.0,02019e807002c987f5890819173cc959e834914f020b1aa2cee797dad4e2835abe,4e44f88764-sphinx,[],#7986cb,1,0.0007
45,1667038045.0,0201af659a3986832bb5bf2493c537cee9f7d62a7bff5d0a68176c1d60df931cf7,SatoshiIsProudOfUs,"[{'network': 'tcp', 'addr': 'hggyshqcsf2s44lo3slcsph6d2j26jpmjdgyoilqgadbyk22nxaxw2id.onion:9735'}]",#3399ff,5,0.10201
46,1667406746.0,0201bce6056356f0c1218cdefeb399444bb7ca33d6fd57810cb7934558406eacd4,Nodillo,"[{'network': 'tcp', 'addr': '128.199.66.191:19237'}, {'network': 'tcp', 'addr': '7jc45sbewslmcgfywjlnizs5q5rpbumnctnlcy7e6ovrrfm3yijnosqd.onion:9735'}]",#ff781f,12,0.1405814
47,1665321691.0,0201be5b63e839fc57c66c7ab21dcea3aa79001de132f29ade96a0c2d6680c8eaf,ickycage,"[{'network': 'tcp', 'addr': '95.105.236.223:9735'}]",#68f442,2,0.06373975
48,0.0,0201c0130bff6c44f7467cfc4d1343741521489177c24fd9e6fb346a16026ee978,,[],#000000,8,0.00626404
49,1667418497.0,0201c0d730b56ab512e5d1a81d81aa31d82cc27c565d9d7af9703f4f457c1ebd8c,PiBlitz,"[{'network': 'tcp', 'addr': 'ic6fafbivo7tyiv4ons7phb7sp3vyijlklmuw3frsbxy4naloys7nlqd.onion:9735'}]",#68f442,1,0.08
50,1667430433.0,0201c7d931c2d41fabbf92000db705cffff35fcca3a6a18576a293a1fed3fb5c65,sappiamo,"[{'network': 'tcp', 'addr': 'ototnntsakbxmqsmpakmn76f3xwega557eusglz5inmqweva2gjnbeyd.onion:9735'}]",#ff8200,20,0.50477215
51,1546623959.0,0201cc5c237368165ca4221526596205b4d747602c837e327621f19b7b415aa1f6,NORWAY,[],#68f442,2,0.025
52,1667299243.0,0201d14101401add234ebe3bc0e3020a39726daadf82bc3fa6b9871c4f5b17ab3f,ValueofBitcoin.com,"[{'network': 'tcp', 'addr': '5rpptjuyq7ltxmvpqulwuwqjx2fbpx5h3jzsb7ishbiaxea5vnrar5ad.onion:9735'}]",#68f442,5,0.08114421
53,0.0,0201d3fb63901ffaaa6ce535c9227fb3dc4646b6276096dd10c8a12e178ac9886f,,[],#000000,13,0.00468523
54,1667394270.0,0201d532c0579e2e473b8390e7d6bd516d9004e73d3d45eb1c610cc5662a999d46,78b4f8b10f-sphinx,[],#7986cb,1,0.0007
55,1667468303.0,0201dd8a0e2b0bba7b39314b1cb515b789b56861fce45b0a278bdccf43415294e7,helpful node,"[{'network': 'tcp', 'addr': 'qxkbfdyp76e4uvzyabl4oozvuqjr47mgyygwez2o7haeovenggftywid.onion:9735'}]",#68f442,36,1.5127794
56,1666111461.0,0201de34693d639e341391c882535e039627605ea14f8be912f55c0e36772ec1f3,bayes,"[{'network': 'tcp', 'addr': '56kdfa2nm6e5vjs2xwjhjdki4fzue6rirrwgpop5mfd72xh4pj2idlad.onion:9735'}]",#0051ba,16,0.62
57,1660801317.0,0201f975f7f6e073edec9f35d061ad56386fce72089f24a7dfde0e97dc89239f6e,CUBATV,"[{'network': 'tcp', 'addr': '174.107.136.105:9735'}]",#3399ff,4,0.00367292
58,1667401870.0,0201fa3eccc87826765f52afc5906d90a6c3598f49f3e0a9d90d612597c37a2fd5,e9294604b1e4,"[{'network': 'tcp', 'addr': '3.238.64.245:9735'}]",#3399ff,1,0.001
59,1667434167.0,020200298c7dfed25f31fb85a1ef20b6ea7be4780d8b84bffca6589cce52e98c1c,RoutingNightrain - plebnet.org,"[{'network': 'tcp', 'addr': 'shlqfthiaspelrr2xjz6b5agy7hb7m3pcusnldvcleh5k2a2qolg4ead.onion:9735'}]",#68f442,5,0.52777215
60,0.0,0202092d5764a4e6477590ba40c0766d84cc6c42f722fe8a73f4a436268a00feeb,,[],#000000,3,0.00014
61,1667461918.0,0202093bd61f0ea02ad6c6a297d54e89a69bf303a42f6838f3d2c7a2bda2637ae0,0202093bd61f0ea02ad6,[],#3399ff,1,0.01
62,1641560503.0,02021711ca9152f342af9191c13c31fc7e47d5192dfcdd97b0f0632b0410aaf929,02021711ca9152f342af,"[{'network': 'tcp', 'addr': 'qjty7kmw2hh6bva5w67jr4w6dvki2r66ybkjjzteb4pq5sbb62a7lvad.onion:9735'}]",#3399ff,4,0.04508299
63,1665281843.0,020232498c19945d4cb679ad4a86474ec01236870383393ffcb97346687b530608,Wine,"[{'network': 'tcp', 'addr': 'tuqxiwan2wxzk7mdvizg2vlrs2ahh2imskdlurujd4ddjsbxgw2tvsyd.onion:9735'}]",#68f442,2,0.0102
64,0.0,02023587eae91eee2cd6c220caf6f4e89bb50496970c3705c2b07cc7754585ac7d,,[],#000000,3,0.0007
65,1667240295.0,0202486d87b5c02e24e3b63bc7ce35395e2b6b3f958817e3912fb658ec136c1f33,0202486d87b5c02e24e3,"[{'network': 'tcp', 'addr': 'z6dbozzd3e3xoyrw7tdtxcxq6h6kkpb2nv7gnxxtsnbdae74ll4qqaad.onion:9735'}]",#3399ff,8,0.048
66,1554193131.0,0202497639162bf2b608152aa2659c4dbd25bb0d3fbd5c139c3d77d541883cf468,0202497639162bf2b608,[],#000000,2,0.0059
67,1631173491.0,02024dffc99776af6a31b8ccda68a2ed62db6947d7371bcee5569a12f0dff17118,02024dffc99776af6a31,"[{'network': 'tcp', 'addr': 'zkxcfl5fgazdgb477ojpsx6msmae7o6atddvssn4izfggcqrycncu7yd.onion:9735'}]",#3399ff,1,0.003
68,1661990364.0,02026c546d3cad18c9ae5a11c45789b95cec7d1cf1b6f4d396d945f768091f380f,technocabin,"[{'network': 'tcp', 'addr': '43lzr5xkpkkbf4g7k4hz6swvaqpmsgt7tatrk4g4wgzll3esypcpkdqd.onion:9735'}, {'network': 'tcp', 'addr': '174.93.59.208:9735'}]",#ff4500,4,0.021
69,1667423048.0,020289fedf16cc2ebd800d3292de03c01297a7da786934622e0c49336f00e15deb,020289fedf16cc2ebd80,"[{'network': 'tcp', 'addr': 'c5vcndgn3cbs5u75lmxgd3vdu5qhxhqmwx3isvfejkoh7i4h2tz3oqid.onion:9735'}]",#3399ff,1,0.01
70,1665342002.0,020296a52fcc2ac3d48c420cd073638deb1a57f0175097e8defe12b12a66ff0f79,NippyBlitz,"[{'network': 'tcp', 'addr': 'u6ltfzil7jvg6d35h3f4moba3d5bbuvhe4yfwifl7xw4dd7no72czpid.onion:9735'}]",#68f442,5,0.03733521
71,1609424699.0,02029788b95905f0bd14d6d6897df6aaceb3c5436d0e3f2349b60756eb796d276e,-= HADAL-ZoNE =-,"[{'network': 'tcp', 'addr': '3ubdkv7vl7kuztaz6bascdxmtwsfit22zy7fvfk23lu3rj32or57ecid.onion:9735'}]",#68f442,1,0.000212
72,1590049132.0,02029a5ea890afa1aa8a201ae66fabaaaa50bc5735bbc88239d9f05d241a328c99,jnode,"[{'network': 'tcp', 'addr': '71.231.69.27:9735'}]",#3399ff,3,0.00289346
73,1654145601.0,0202a61113657642b5f952e58445b8523ed6f13dfa645ef56dde3f8f454b2decac,BlueNode,"[{'network': 'tcp', 'addr': 'gsckyzgevvhuz75ichearivvdp5u2ni7x7ev74rdjb5xllxgefqew7id.onion:9735'}]",#2832c2,2,0.02
74,1667436720.0,0202b5d54467d075893d46b6205067bbab2bcbc632513cd15661ad803d2dcb4ce3,EcoNode,"[{'network': 'tcp', 'addr': 'kpa3fv64oxsgl7ymsmu27t5wwe4vpx47wer3tr7fk5ateeskmoh6hiqd.onion:9735'}]",#3399ff,15,0.20727116
75,1667394497.0,0202b72d9ddbaf4b512446b4914c1662b67bfa38080916180c9b35d9dcf2950f6d,knrc,"[{'network': 'tcp', 'addr': 'xhltedrkd4dtvibngmlzxmezak25prc67pd5rxwd2pow3yc3nttcpmyd.onion:9735'}]",#68f442,10,0.22734692
76,1566867482.0,0202ca96e5240a938e53de235a7ac4855a3c028d8fd08b98a3e59fd845a0238201,BTCLightning396,"[{'network': 'tcp', 'addr': '97.89.21.22:9735'}]",#68f442,2,0.115
77,1663615021.0,0202d101b8cfb913f2818f32783f28ed368cdf4b720427ed8c8c433d60fcebed73,Dontstopmenow,"[{'network': 'tcp', 'addr': 'bxjm3dr3vcawgfo7tpnrxqy2q7w5vsrxgqmak777qtgye75qncoz4wyd.onion:9735'}]",#68f442,2,0.0014
78,1667398480.0,0202dbb74305c3e54edcdde0ee62f401ddd99672c9996731fae8ac9656e2b4a035,0202dbb74305c3e54edc,"[{'network': 'tcp', 'addr': 'i2qleunn7stphmqoexmo5vxwfa7kl5ooiy2h7moxykn3nfh4ifnx4jid.onion:9735'}]",#3399ff,3,0.005
79,1667340543.0,0202e7727ee46d943a44c7bf0dce14220a839630dee67d03446bf935178b55a0df,The Captain [Coincept.com],"[{'network': 'tcp', 'addr': '167.86.102.174:9735'}, {'network': 'tcp', 'addr': 'iadck5wgznejqno2s3faynj7kp776qbcq7kws2gwxieeawgk3hqszmyd.onion:9735'}]",#ff0000,226,21.03937854
80,1649152595.0,0202ef7315318e7e6706a6eee025f0b150cc7288e273d4b6c494031a7ee94fd143,ukm-gijswijs,"[{'network': 'tcp', 'addr': '100.65.9.193:9735'}]",#3399ff,3,0.07821756
81,1665392473.0,0202f4df63f664762a2979b0585c48a0b9fddc93dd83652e8cbeb9c45a8a057b3f,0202f4df63f664762a29,"[{'network': 'tcp', 'addr': 'k5ctqgyxwumk7f6agphic52fwxjl4mdzg5pstlixkdqbdqcurbnguuad.onion:9735'}]",#3399ff,1,0.03
82,0.0,0202f6ff894607e66267f72d170dcd7b86417aff01302b2bb6ab1fa767e11b540d,,[],#000000,1,0.0006
83,1665405105.0,0202ffa14ffd142d9aed33076f51a66b754d8b9024466344d0ff27d8cd54802bb2,ARUBlitz02,"[{'network': 'tcp', 'addr': '78.94.132.234:9735'}]",#68f442,2,0.00300421
84,1665419131.0,020313a87585bd78af4719ec74b937b2f734573cd1c00f284cb0057fefdb2f5746,elpkecoin,"[{'network': 'tcp', 'addr': 'va4b6yig44ca4lhi6js36pa25fze5i6vd4xitmp347guyyverkqvmoid.onion:9735'}]",#68f442,7,0.03239917
85,1667465106.0,02031611208feda4a02901b25631fadfd8bfb4cf42c4b61612368bfe048473c585,02031611208feda4a029,"[{'network': 'tcp', 'addr': '167.86.75.223:9735'}, {'network': 'tcp', 'addr': '4cprgj5hq6bhiia7a7vhmxfa2pklcflm2yzoaek6i72ryrr5cmqcwtad.onion:9735'}]",#3399ff,5,0.09186798
86,1578265618.0,020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a,NOLIMITZNODE [LND],"[{'network': 'tcp', 'addr': '65.186.82.182:9735'}]",#68f442,8,0.01972846
87,0.0,020331a1a81bd8ad2c2ffcd6730bee311c6f457ceca8e8cfcfef0117cebfac348a,,[],#000000,1,0.002
88,1667406925.0,020333076e35e398a0c14c8a0211563bbcdce5087cb300342cba09414e9b5f3605,020333076e35e398a0c1,"[{'network': 'tcp', 'addr': '34.65.223.177:9735'}]",#3399ff,2,0.255
89,1665603779.0,02033f9ec24f10c044fc4c984e641ff47141ac2c9b57a48f1d151c83b79bb05c13,Nathuxius,"[{'network': 'tcp', 'addr': 'apqt4wikuyfahcjr3pvvbj7xwil3zxseysvm2bo4zod5274i3vx6vhid.onion:9735'}]",#760014,2,0.0115
90,1652207414.0,020340344f521bd338f807046d7362511426322e01f82443ad26e24089f409071e,020340344f521bd338f8,"[{'network': 'tcp', 'addr': 'cnol4j3p44hydcrpmfzlhtptptmez2oixubsm4gmflspbrv2rmj7xlad.onion:9735'}]",#3399ff,1,0.0003
91,1667155984.0,02034b1d2d1dc0019a3c9ffae99e3bfba28095e878d0526948f9fbec5c7e4b11e4,Sandy Pleb,"[{'network': 'tcp', 'addr': 'y4wvpq3sofhecpsl566men5hsrj4xveevzuudeguisni3fnnenhxg6qd.onion:9735'}]",#3399ff,5,0.14
92,1585182564.0,0203561593a383c1c1663de12d563dc6e2e6c72e5c43fbc4aa5d7ff195efec1a6b,SLIMYMONKEY,"[{'network': 'tcp', 'addr': '87.98.180.168:9735'}, {'network': 'tcp', 'addr': 'dpb4abxwbdsz2lt77gimc6nkklqv7o7l6zwsjwvkmqxzp42q37jxqtyd.onion:9735'}]",#020356,2,0.0007
93,1665693791.0,02035d85481a9105653b0d51ecf5f75b9cee5c818b6d9c00395255c0743b25788d,02035d85481a9105653b,"[{'network': 'tcp', 'addr': 'ndzi45ovvwwcszcw5ly5hgadbtagruzaiwjgdqvs72c6344ljz2hvyyd.onion:9735'}]",#3399ff,1,0.001
94,1665592733.0,02036e0f538728a26a9e2ebb42890a9845c6dc9f46a09047ff3e382b5bf9282c17,Bognor Regis - bognor.io,"[{'network': 'tcp', 'addr': '116.203.143.6:9735'}]",#307307,1,0.00405664
95,1665305847.0,02037b334d04fd50953346234ee31aeaffcdaab8d238b57ccdb52978ab6bc871fa,DigitalSoundMoney,"[{'network': 'tcp', 'addr': 'axn6c5at7jyrpq5jpbt2r6cvkmxe6btt6gczrlxh3ybmhwarg7dbbaad.onion:9735'}]",#68f442,1,0.00238261
96,1665514994.0,02037c3fa4ee5499110830e9e7bbf3c9e1e91b6ea800e2bc2a0bb3ea45f8ae4ac7,02037c3fa4ee54991108,"[{'network': 'tcp', 'addr': 'kwdr3dyxrf2exvaey6ilmnhnwexxqy4lmwmsmdjjnoqd6vupgcuuuhad.onion:9735'}]",#3399ff,1,0.005
97,0.0,020384685e321a44cac1a1683a5c660c8eb62b840b174de8427d2489b5e64e13fa,,[],#000000,2,0.0004
98,1651290689.0,02038d7de26d9aa89019419aa1e75c4638e4cfd5379ff6877c39debedfd3da2598,KKN,"[{'network': 'tcp', 'addr': 'su6luxs7y7m5v4js35zlzs7u2zcqgwfrwf6wnhslkmjeglfro5io65id.onion:9735'}]",#68f442,2,0.00238023
99,1667433810.0,02039029e390f6d00e1973044b7dad2c941076cce25cd4c70ac789eaba4d3ac242,Lokul,"[{'network': 'tcp', 'addr': '3g4nasizw3p6j7qtnedmsiw2msmjzpvfvrkyp66iezklwnyx6gytuwid.onion:9735'}]",#3399ff,16,0.61020477
100,1572032213.0,020396bc005a542bce8f813a911d560ae0f7921030e563f2d81176a904e7b301e5,Philly1979,"[{'network': 'tcp', 'addr': '98.115.54.248:9735'}]",#3399ff,2,0.16917428
101,1667443455.0,0203a983d267ad02c84dc8e6c863512b5954f08b220eca62409cfe7df03c015419,Galactic Sats,"[{'network': 'tcp', 'addr': 'nk2prwnj5fxgg22c7npdt4ilkmhp2m4hb5r5x5hsaz6hbqhtqmqgxaad.onion:9735'}]",#03fc39,35,1.846
102,1667404292.0,0203af58678967b0beeb0ed4ac6910bf26bc8b6121486754161df49a971337a7fb,0203af58678967b0beeb,"[{'network': 'tcp', 'addr': 'wojarw66g2s5bxhvzefmfkukgjia3spd7cr3ftawwqzymtu2zxiht4ad.onion:9735'}]",#3399ff,18,0.86399169
103,1665471372.0,0203af818b15ab7f3853c3c66ac4dd7ab3a4e25d89e58899ef08859e02f63dc4b5,Bcool,"[{'network': 'tcp', 'addr': 'xs4gnasw3ovqs7u7nvxdvt7y3c7t73pajt3hvb5tivh67wiex74f2nqd.onion:9735'}]",#3399ff,22,0.8525427
104,1666196561.0,0203b4310602cc553d5fd86697ab6d8a9da235ae457228aa3fd8c13930c9d8f44e,0203b4310602cc553d5f,[],#3399ff,1,0.001
105,1659210159.0,0203b5b0de483b8d0ac92737ea8d266f66221c141423274252552b9f8463aae4b0,abhishandy.umbrel,"[{'network': 'tcp', 'addr': '7zpui7nwkiitj55jfxux7d4pp4fxr2kmcfhggijfws2mazqhk7qg3kqd.onion:9735'}]",#3399ff,1,0.0061658
106,1667468822.0,0203bb82348f99eebe9471686366fe642f6a84b4b2db79f605a86c7b89df8f74d5,RapidLightning3,"[{'network': 'tcp', 'addr': 'd5pqbrtieml5bjmsw7xp7xggvornt2mnb7jdf3666oinovupl54ebsyd.onion:9735'}]",#3399ff,16,0.48594094
107,1667262669.0,0203bd7e0e369ee76635373adb43afaa03553c727f22478bd3814540724879b231,rapaygo.com,"[{'network': 'tcp', 'addr': 'mq7hlq4zygjmnqmk7jslqxdoklhf3t7hgz7zcy64xdoux7irtrjkczid.onion:9735'}]",#00ff62,15,0.38699999
